best_fitness,best_fitness_ever,generation,best_iparams_ever,best_params
14,6.542386524916668,"[0.792637075294669, 1.7336787264654596, 1.4958514695403196, 0.12105492217901137, -0.423313773644697, 0.3586375667317978, 1.256783689586844, 1.561282149228425, -1.3420059811058382, 1.7346406601513076, -0.31479375723463665, 1.2386359107029046, 1.08736270504098, 0.4217719000431672, 0.7449850583298718, -0.4687610277332508, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3956737275621409, 0.2516342724623377, -0.3390381014758419, 2.572071487653364, 0.18298945332942518, 1.9401076123268544, -0.14275363475219738, 0.5170239832979568, -1.0090868006405151, -2.759557496526051, -0.8470114486251004, 2.6831010108449833, 2.470559291932606, -0.13115983292549815, -2.4083516328636776]","[0.792637075294669, 1.7336787264654596, 1.4958514695403196, 0.12105492217901137, -0.423313773644697, 0.3586375667317978, 1.256783689586844, 1.561282149228425, -1.3420059811058382, 1.7346406601513076, -0.31479375723463665, 1.2386359107029046, 1.08736270504098, 0.4217719000431672, 0.7449850583298718, -0.4687610277332508, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3956737275621409, 0.2516342724623377, -0.3390381014758419, 2.572071487653364, 0.18298945332942518, 1.9401076123268544, -0.14275363475219738, 0.5170239832979568, -1.0090868006405151, -2.759557496526051, -0.8470114486251004, 2.6831010108449833, 2.470559291932606, -0.13115983292549815, -2.4083516328636776]",6.542386524916668
15,6.624772262911284,"[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.31479375723463665, 1.2386359107029046, 1.08736270504098, 0.4217719000431672, 0.7449850583298718, -0.4687610277332508, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]","[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.31479375723463665, 1.2386359107029046, 1.08736270504098, 0.4217719000431672, 0.7449850583298718, -0.4687610277332508, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]",6.624772262911284
16,6.624772262911284,"[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.31479375723463665, 1.2386359107029046, 1.08736270504098, 0.4217719000431672, 0.7449850583298718, -0.4687610277332508, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]","[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.31479375723463665, 1.2386359107029046, 1.08736270504098, 0.4217719000431672, 0.7449850583298718, -0.4687610277332508, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]",6.624772262911284
17,6.690176317670743,"[0.792637075294669, -1.3419359861672198, 0.6248016569394973, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 1.9440333495433428, 1.6213707514608817, -0.31479375723463665, 0.30458373667495, 1.08736270504098, -0.5722756377237563, 0.835141967224144, -0.4687610277332508, -1.0198910691172396, 1.2281043498562396, 0.18962471022622718, 0.863783570804893, 0.08710574107385805, 0.20043027791376833, -0.3755790694924215, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -2.9893231181715363, 2.6831010108449833, 2.470559291932606, -0.13115983292549815, -2.4083516328636776]","[0.792637075294669, -1.3419359861672198, 0.6248016569394973, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 1.9440333495433428, 1.6213707514608817, -0.31479375723463665, 0.30458373667495, 1.08736270504098, -0.5722756377237563, 0.835141967224144, -0.4687610277332508, -1.0198910691172396, 1.2281043498562396, 0.18962471022622718, 0.863783570804893, 0.08710574107385805, 0.20043027791376833, -0.3755790694924215, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -2.9893231181715363, 2.6831010108449833, 2.470559291932606, -0.13115983292549815, -2.4083516328636776]",6.690176317670743
18,6.744793158889247,"[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.561282149228425, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, 2.572071487653364, 0.18298945332942518, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]","[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.561282149228425, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, 2.572071487653364, 0.18298945332942518, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]",6.744793158889247
19,6.902674162064937,"[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 1.38313238198158, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]","[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 1.38313238198158, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]",6.902674162064937
20,6.744793158889247,"[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 1.38313238198158, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]","[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.561282149228425, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, 2.572071487653364, 0.18298945332942518, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]",6.902674162064937
21,6.828710473091677,"[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 1.38313238198158, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]","[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8689825039173944, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.02506056286192349, 0.17564136544406228, -0.3557225147808314, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]",6.902674162064937
22,6.744793158889247,"[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 1.38313238198158, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]","[0.7093947807097245, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -0.8407724336791662, 1.8940015851917962, -0.8793071829364183, 1.561282149228425, 0.6550421664314281, 1.7346406601513076, -0.48298283054714775, 0.3130994437728729, 1.08736270504098, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, 2.572071487653364, 0.18298945332942518, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]",6.902674162064937
23,6.9035817283617815,"[0.9414675803109454, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8625530956732859, -1.8479163017566367, -0.4727055723685988, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.6185948234327814]","[0.9414675803109454, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8625530956732859, -1.8479163017566367, -0.4727055723685988, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.6185948234327814]",6.9035817283617815
24,6.9801714235562065,"[0.7093947807097245, -1.3278760460709271, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.8403438656358596, -0.2978427027352426, -1.0193725625298378, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.10122399971621855, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.15814714609730895, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -2.4171833780872527, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]","[0.7093947807097245, -1.3278760460709271, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.8403438656358596, -0.2978427027352426, -1.0193725625298378, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.10122399971621855, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.15814714609730895, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -2.4171833780872527, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]",6.9801714235562065
25,6.96459587519306,"[0.7093947807097245, -1.3278760460709271, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.8403438656358596, -0.2978427027352426, -1.0193725625298378, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.10122399971621855, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.15814714609730895, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -2.4171833780872527, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, 1.5134735333200862]","[0.9414675803109454, -1.3483343464063342, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8864744389938484, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.411093443435799, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.10061139890826018, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8625530956732859, -1.8479163017566367, -0.4727055723685988, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.6185948234327814]",6.9801714235562065
26,6.985930698757915,"[0.9414675803109454, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8625530956732859, -1.8479163017566367, -0.4727055723685988, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.6185948234327814]","[0.9414675803109454, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8625530956732859, -1.8479163017566367, -0.4727055723685988, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.6185948234327814]",6.985930698757915
27,7.105658401302421,"[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]","[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]",7.105658401302421
28,7.105658401302421,"[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]","[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]",7.105658401302421
29,7.105658401302421,"[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]","[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]",7.105658401302421
30,7.105658401302421,"[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]","[0.792637075294669, -1.3419359861672198, 0.6217178372755718, 1.0135928006506747, -1.9464908023077476, 1.8940015851917962, -0.8793071829364183, 1.97885102955741, -1.3420059811058382, 0.13511236237011515, -0.31479375723463665, 1.2386359107029046, 1.7223054622799476, 0.4217719000431672, 0.835141967224144, -0.2978427027352426, -1.0181893780204452, 1.2281043498562396, 0.13168316549697145, 0.8741358965049222, 0.08710574107385805, 0.20043027791376833, -1.4524275626628733, 0.031423632920919875, 0.17564136544406228, -0.3481789164298186, -0.1134329881325149, -0.3390381014758419, -2.9821469243361896, -0.6958905195182932, 1.4922597347160407, 0.1322115853256416, -3.082670707615917, -1.8465271417324483, -1.8357317538831763, -0.4715433591620708, -0.9946364304020561, -1.0916128900283777, -0.37279065957660595, -2.381538574815667]",7.105658401302421
