best_fitness,generation,best_params,best_iparams_ever,best_fitness_ever
6.552929942261228,12,"[0.46787684914262906, 1.4886269683264208, -1.530392859720214, 0.0271445681839646, 1.9748128703061694, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, 1.5757330175490933, 1.9433934247915472, -0.5355248940616311, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.9874594334047027, -0.19828135705544447, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.9748128703061694, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -0.08407588473113181, 1.166202540603956, 1.0331882484461827, 0.6265085263919485, -0.5651548484732758, -0.05478061283558966, 0.168372134468058, 1.3282240894901656, -1.0015658709771922, 0.6844685926224701, -1.3696644844056407, -0.19828135705544447, -0.3057431301020015, 1.5248685597249803]",6.553365970293253
6.55347849948703,13,"[0.5044468821092716, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.9748128703061694, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.6151778350082489, -0.6815900006201978, -0.3057431301020015, -0.47664351153526896]","[0.5044468821092716, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.9748128703061694, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.6151778350082489, -0.6815900006201978, -0.3057431301020015, -0.47664351153526896]",6.55347849948703
6.573395550120658,14,"[0.46787684914262906, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.9748128703061694, -1.5127243007884537, 1.7053192866442526, -0.4547940613742867, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.9874594334047027, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.9748128703061694, -1.5127243007884537, 1.7053192866442526, -0.4547940613742867, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.9874594334047027, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",6.573395550120658
6.759385670206873,15,"[0.46787684914262906, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3597645761518517, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.166202540603956, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.9874594334047027, -0.19828135705544447, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3597645761518517, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.166202540603956, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.9874594334047027, -0.19828135705544447, -0.3057431301020015, 1.5248685597249803]",6.759385670206873
6.79961304547349,16,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, 1.5757330175490933, 1.9433934247915472, -0.5355248940616311, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.9874594334047027, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, 1.5757330175490933, 1.9433934247915472, -0.5355248940616311, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.9874594334047027, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",6.79961304547349
6.876067054548734,17,"[0.46787684914262906, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.9748128703061694, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.07367707096525722, -0.19828135705544447, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.9748128703061694, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.07367707096525722, -0.19828135705544447, -0.3057431301020015, 1.5248685597249803]",6.876067054548734
6.887302354923776,18,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, 1.5757330175490933, 1.9433934247915472, -0.5355248940616311, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.6151778350082489, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, 1.5757330175490933, 1.9433934247915472, -0.5355248940616311, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.6151778350082489, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",6.887302354923776
6.79974642273042,19,"[0.5044468821092716, 1.8626539585127104, -1.293051087453032, 0.0271445681839646, 1.9748128703061694, -1.5181691532246155, 1.6216157544534848, -0.19050691108795004, 1.5757330175490933, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.6151778350082489, -0.19432907692161916, -0.3057431301020015, -0.47664351153526896]","[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, 1.5757330175490933, 1.9433934247915472, -0.5355248940616311, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, 0.6151778350082489, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",6.887302354923776
7.1006246945015,20,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.7297822976983444, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.7297822976983444, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",7.1006246945015
7.1006246945015,21,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.7297822976983444, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.7297822976983444, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",7.1006246945015
6.9474573760043805,22,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -1.06783643884672, -0.7297822976983444, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.7297822976983444, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",7.1006246945015
7.107380807411447,23,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, 0.3550220938911339, -1.9765160649029045, 1.5806385748470246, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -1.06783643884672, -0.7414173231260351, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, 0.3550220938911339, -1.9765160649029045, 1.5806385748470246, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -1.06783643884672, -0.7414173231260351, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",7.107380807411447
6.86551847389532,24,"[0.48074392950485856, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -1.06783643884672, -0.7297822976983444, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]","[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, 0.3550220938911339, -1.9765160649029045, 1.5806385748470246, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -1.06783643884672, -0.7414173231260351, -0.6815900006201978, -0.3057431301020015, 1.5248685597249803]",7.107380807411447
