best_fitness,generation,best_fitness_ever,best_iparams_ever,best_params
5.689016589177676,1,5.689016589177676,"[0.40629773988831563, 1.6847954525077853, -0.7977284875837132, -0.5093952366561685, -0.9047506405315722, 1.3072644823632986, -0.8077468560778978, -1.4914462550556342, 1.697306116059519, 1.1132476256253012, -0.8395328644841518, 0.07684444843395766, -0.798646965913895, 0.4926019274996847, 1.2770837478070862, 0.6350022492724805, -0.08464050670517587, 0.5452125396044605, -0.5728926306532494, 0.09459521849812758, -2.906850475411432, 1.5502979976797482, 0.2222841672050091, 1.081002078312653, 2.152125804396655, 2.029500206785487, 3.0250336963375792, 1.4380846944039414]","[0.40629773988831563, 1.6847954525077853, -0.7977284875837132, -0.5093952366561685, -0.9047506405315722, 1.3072644823632986, -0.8077468560778978, -1.4914462550556342, 1.697306116059519, 1.1132476256253012, -0.8395328644841518, 0.07684444843395766, -0.798646965913895, 0.4926019274996847, 1.2770837478070862, 0.6350022492724805, -0.08464050670517587, 0.5452125396044605, -0.5728926306532494, 0.09459521849812758, -2.906850475411432, 1.5502979976797482, 0.2222841672050091, 1.081002078312653, 2.152125804396655, 2.029500206785487, 3.0250336963375792, 1.4380846944039414]"
"[0.5906073218383058, -1.817341997266487, 1.133532812062736, 0.05068275600590111, -1.9110298190735482, 0.905378010819057, -0.8077468560778978, -1.4914462550556342, -1.556000974174967, 1.1132476256253012, -0.8395328644841518, 0.07684444843395766, -0.798646965913895, 0.4926019274996847, 1.2770837478070862, 0.6350022492724805, -0.08464050670517587, 0.5452125396044605, -0.5728926306532494, 0.09459521849812758, -2.906850475411432, 1.5502979976797482, -1.8504008149926197, -0.49118805696206946, 2.6013554985017855, -1.3560925255992067, -1.1818642046637446, 1.6135285681729927]",2,5.772232085651151,5.772232085651151,"[0.5906073218383058, -1.817341997266487, 1.133532812062736, 0.05068275600590111, -1.9110298190735482, 0.905378010819057, -0.8077468560778978, -1.4914462550556342, -1.556000974174967, 1.1132476256253012, -0.8395328644841518, 0.07684444843395766, -0.798646965913895, 0.4926019274996847, 1.2770837478070862, 0.6350022492724805, -0.08464050670517587, 0.5452125396044605, -0.5728926306532494, 0.09459521849812758, -2.906850475411432, 1.5502979976797482, -1.8504008149926197, -0.49118805696206946, 2.6013554985017855, -1.3560925255992067, -1.1818642046637446, 1.6135285681729927]"
