best_fitness,best_params,best_fitness_ever,generation,best_iparams_ever
"[0.25940803102376986, 1.8626539585127104, -1.293051087453032, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.0996420068303103, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.23123329132989046, -0.19828135705544447, -0.3057431301020015, -0.7089681577032466]",7.097778248562806,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.688657363652775, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, -1.9765160649029045, -0.5551035698507438, -0.5355248940616311, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.510305382607624, -0.19828135705544447, -0.3057431301020015, 1.5126757587244275]",7.11774774566027,21
"[0.25940803102376986, 1.8626539585127104, -1.293051087453032, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.0996420068303103, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.23123329132989046, -0.19828135705544447, -0.3057431301020015, -0.7089681577032466]",7.051998015403102,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.559742890800078, -0.5355248940616311, -0.5577332215184163, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.11774774566027,22
"[0.25940803102376986, 1.8626539585127104, -1.293051087453032, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.0996420068303103, -1.1928749880728167, 1.7110878101504539, 1.4526014338540918, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.23123329132989046, -0.19828135705544447, -0.3057431301020015, -0.7089681577032466]",7.081639853378168,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.688657363652775, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, -1.9765160649029045, 1.559742890800078, -0.5355248940616311, -0.5577332215184163, 1.4526014338540918, -1.0964372868335444, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3136512125619146, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.11774774566027,23
"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.19828135705544447, -0.3057431301020015, -0.7089681577032466]",7.126536750314051,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, -1.9765160649029045, 1.559742890800078, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.19828135705544447, -0.3057431301020015, -0.7089681577032466]",7.126536750314051,24
"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3636288793627926, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.1466913836458765,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3636288793627926, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.1466913836458765,25
"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3636288793627926, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.097007631382964,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, -0.5450746242781788, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.510305382607624, -0.19828135705544447, -0.3057431301020015, -0.7089681577032466]",7.1466913836458765,26
"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3636288793627926, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.063599120954062,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3337815049753132, -1.5127243007884537, 1.6216157544534848, -0.18069223105709636, -1.9765160649029045, -0.5450746242781788, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.1466913836458765,27
"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3636288793627926, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.144622133300411,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, -0.19050691108795004, -1.9370256593742599, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.1466913836458765,28
"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3636288793627926, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.144622133300411,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.7053192866442526, -0.19050691108795004, -1.9370256593742599, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.1466913836458765,29
"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3636288793627926, -1.5127243007884537, 1.7053192866442526, 0.3550220938911339, -1.9765160649029045, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.11111727758017631, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.0387297399306465,"[0.46787684914262906, 1.8626539585127104, -1.9350992671987846, 0.6901393355718257, 1.3508142375892258, -1.5127243007884537, 1.6216157544534848, -0.19050691108795004, -1.9370256593742599, 1.9433934247915472, -1.1928749880728167, 1.7110878101504539, 1.589482477871924, -1.0924151725694369, 1.355228081950285, 0.6145444965947173, -0.8208399076085355, -0.5651548484732758, 0.4225175562023997, 0.168372134468058, 1.3282240894901656, -0.9779240079822195, -0.3724079579420181, -0.510305382607624, -0.6815900006201978, -0.3057431301020015, -0.7089681577032466]",7.1466913836458765,30
